POSTCODE,POSITIONAL_QUALITY_INDICATOR,PO_BOX_INDICATOR,TOTAL_NUMBER_OF_DELIVERY_POINTS,DELIVERY_POINTS_CPLC,DOMESTIC_DELIVERY_POINTS,NON_DOMESTIC_DELIVERY_POINTS,PO_BOX_DELIVERY_POINTS,MATCHED_ADDRESS_PREMISES,UNMATCHED_DELIVERY_POINTS,COUNTRY_CODE,NHS_REGIONAL_HA_CODE,NHS_HA_CODE,ADMIN_COUNTY_CODE,ADMIN_DISTRICT_CODE,ADMIN_WARD_CODE,POSTCODE_TYPE,WKT
EX4 1BY,10,N,25,25,25,0,0,25,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291148 92207)
EX4 3DD,10,N,6,6,6,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291617 92214)
EX4 3DU,10,N,6,6,1,5,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291916 92609)
EX4 3HG,10,N,6,6,5,1,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291951 92760)
EX4 3RH,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292039 92722)
EX4 4DY,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291397 93179)
EX4 4PJ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (292465 93821)
EX4 6AE,10,N,9,9,3,6,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292317 92978)
EX4 6BX,10,N,11,11,11,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292445 93504)
EX4 7YR,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 1DX,10,N,11,11,11,0,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291955 92205)
EX1 1RQ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292446 92788)
EX1 1ST,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292511 92762)
EX1 1TS,10,N,5,5,0,5,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292318 92687)
EX1 1WN,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 1WQ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 2EJ,10,N,5,5,4,1,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (293013 92932)
EX1 9HT,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9ND,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9SF,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292446 92788)
EX1 9SS,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292446 92788)
EX1 9UN,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4BE,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4BX,10,N,16,16,16,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292343 92042)
EX2 4LQ,10,N,9,9,9,0,0,9,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292884 92116)
EX2 6YP,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 8WQ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 3ED,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292002 92673)
EX4 3HF,10,N,73,73,73,0,0,26,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291659 92713)
EX4 3HX,10,N,4,4,0,4,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291876 92483)
EX4 3QG,10,N,3,3,0,3,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292203 92944)
EX4 3SR,10,N,29,28,3,26,0,14,1,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291757 93022)
EX4 4DX,10,N,5,5,5,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291455 93058)
EX4 4FR,10,N,2,2,2,0,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291514 92823)
EX4 4FY,10,N,5,5,5,0,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291528 92811)
EX4 4GR,30,N,9,9,9,0,0,0,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292330 93412)
EX4 4HF,10,N,32,31,23,9,0,20,1,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (291825 93142)
EX4 4LX,10,N,49,49,49,0,0,29,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292119 93353)
EX4 4PP,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292336 93704)
EX4 6PL,10,N,2,2,0,2,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292659 93224)
EX1 1GJ,10,N,10,10,0,10,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292238 92627)
EX1 1JA,10,N,23,23,19,4,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292097 92392)
EX1 1JS,10,N,4,4,4,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292062 92501)
EX1 1QT,10,N,12,12,2,10,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292439 92643)
EX1 1XG,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9DJ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9NQ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4BZ,10,N,19,19,19,0,0,9,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292139 92126)
EX2 7HT,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 1AY,10,N,13,13,13,0,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291395 92095)
EX4 2YG,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 3AY,10,N,10,10,0,10,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291535 92226)
EX4 3EB,10,N,10,10,1,9,0,9,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291951 92642)
EX4 3HE,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292011 92632)
EX4 3LH,10,N,5,5,0,5,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292183 92772)
EX4 3RX,10,N,5,5,3,2,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291926 92862)
EX4 4AL,10,N,3,3,3,0,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (291236 93669)
EX4 4BE,10,N,7,7,7,0,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291319 93337)
EX4 4DU,10,N,2,2,2,0,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291455 93058)
EX4 4JJ,10,N,4,4,4,0,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291608 93050)
EX4 4JT,10,N,24,24,24,0,0,12,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291508 93277)
EX4 4UD,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,L,POINT (292151 93092)
EX4 6JN,10,N,13,13,13,0,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003498,S,POINT (292669 93916)
EX4 6LE,10,N,29,29,29,0,0,29,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292961 93442)
EX4 6TW,10,N,36,36,35,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292884 93262)
EX1 1EB,10,N,8,8,4,4,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292046 92403)
EX1 1HA,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292256 92590)
EX1 1PE,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292325 92445)
EX1 2BE,10,N,16,16,16,0,0,12,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292839 93072)
EX1 2BZ,10,N,17,17,17,0,0,16,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292821 93014)
EX1 9BS,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9TL,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4HZ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292275 92275)
EX2 4TD,10,N,23,23,20,3,0,11,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292759 92349)
EX4 3SJ,10,N,41,41,41,0,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291796 92976)
EX4 4BJ,10,N,25,25,25,0,0,25,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291283 93209)
EX4 4EH,10,N,5,5,5,0,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291604 92696)
EX4 4FQ,10,N,33,33,33,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291332 93034)
EX4 4ND,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,L,POINT (291819 93967)
EX4 6PX,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,L,POINT (292752 93344)
EX4 6TN,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (292480 93995)
EX1 1BJ,10,N,16,16,16,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291815 92319)
EX1 1DU,10,N,11,11,11,0,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291841 92265)
EX1 1GH,10,N,20,20,20,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292213 92737)
EX1 1JN,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292446 92788)
EX1 9SW,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292446 92788)
EX1 9UA,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 1EL,10,N,15,15,15,0,0,15,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291088 92296)
EX4 4AZ,10,N,2,2,1,1,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291278 93471)
EX4 4BP,10,N,34,34,34,0,0,28,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291395 92853)
EX4 4EB,10,N,47,47,46,1,0,45,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291508 92666)
EX4 4ET,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292091 93091)
EX4 4HH,10,N,12,12,10,2,0,10,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (291693 93134)
EX4 4LF,10,N,7,7,7,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (291586 93322)
EX4 4SB,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (291833 93765)
EX4 4WG,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 4WL,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 6JB,10,N,20,20,20,0,0,15,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292680 93608)
EX4 6PF,10,N,2,2,1,1,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292531 93170)
EX4 6SD,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292722 93243)
EX4 6TF,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (292209 93838)
EX1 1DP,10,N,10,10,10,0,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291907 92330)
EX1 1GE,10,N,26,26,2,24,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292285 92761)
EX1 1UA,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292329 92749)
EX1 9TG,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9TN,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4HD,10,N,35,35,34,1,0,35,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292455 92119)
EX2 4LL,10,N,3,3,2,1,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292921 92124)
EX2 4LN,10,N,15,15,15,0,0,14,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292958 92119)
EX2 4TE,10,N,13,13,12,1,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292931 92347)
EX4 1AX,10,N,40,40,40,0,0,39,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291288 92029)
EX4 3BU,10,N,8,8,8,0,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291657 92270)
EX4 4GL,10,N,3,3,0,3,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292151 93092)
EX4 4LW,10,N,4,4,4,0,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (291807 93397)
EX4 4SD,10,N,33,33,32,1,0,31,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292320 93568)
EX4 4WR,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 6BP,10,N,5,5,3,2,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292404 93471)
EX4 6PT,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292765 93378)
EX1 1GN,10,N,6,6,2,4,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292258 92728)
EX1 1PJ,10,N,6,6,1,5,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292292 92564)
EX1 1RD,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292494 92587)
EX1 2AH,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292596 93056)
EX1 2AL,10,N,7,7,7,0,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292704 93143)
EX1 2BP,10,N,5,5,4,1,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292883 92935)
EX1 2BW,10,N,9,9,8,1,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292891 92989)
EX1 2LJ,10,N,13,13,11,2,0,10,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292866 92793)
EX1 3WA,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9EP,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 7WZ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 8ZH,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 9WA,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 9YL,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 1BS,10,N,9,9,8,1,0,9,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291061 92111)
EX4 3AE,10,N,48,48,48,0,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291713 92431)
EX4 3JQ,10,N,27,27,18,9,0,14,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291737 92321)
EX4 3TT,10,N,22,22,8,14,0,20,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291873 92773)
EX4 4BA,10,N,4,4,4,0,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291331 93453)
EX4 4HA,10,N,13,13,13,0,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292284 93171)
EX4 4LZ,10,N,27,27,25,2,0,17,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292121 93260)
EX4 4QH,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,L,POINT (291790 93865)
EX4 6HX,10,N,19,19,19,0,0,10,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292699 93810)
EX4 6JJ,10,N,61,61,61,0,0,36,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292746 93736)
EX4 6QL,10,N,11,11,10,1,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292596 93320)
EX4 6SG,10,N,18,18,9,9,0,11,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292847 93301)
EX1 1HB,10,N,7,7,1,6,0,7,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292026 92619)
EX1 1LL,10,N,4,4,0,4,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292172 92669)
EX1 1SL,10,N,28,28,27,1,0,27,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292732 92673)
EX1 1SN,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292392 92576)
EX1 1TD,10,N,12,12,12,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292702 92425)
EX1 1TG,10,N,7,7,7,0,0,7,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292908 92599)
EX1 1UF,10,N,33,33,32,1,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292609 92752)
EX1 2EX,10,N,24,24,24,0,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292999 92784)
EX1 9DP,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9GX,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4DA,10,N,40,40,40,0,0,10,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292116 92213)
EX2 4HQ,10,N,18,18,18,0,0,18,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292459 92220)
EX2 4LU,10,N,62,62,62,0,0,61,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292703 92047)
EX2 4SX,10,N,16,16,16,0,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292613 92384)
EX2 4ZX,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 1BD,10,N,29,29,28,1,0,27,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291209 92010)
EX4 2YL,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 3BA,10,N,2,2,0,2,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291812 92545)
EX4 3PT,10,N,7,7,1,6,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292156 92883)
EX4 3PX,10,N,2,2,0,2,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292186 92876)
EX4 4BS,10,N,3,3,3,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291276 93396)
EX4 4JE,10,N,12,12,12,0,0,9,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291576 92987)
EX4 6BW,10,N,23,23,23,0,0,21,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292499 93443)
EX4 6DD,10,N,27,27,27,0,0,27,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292536 93596)
EX4 6ND,10,N,15,15,15,0,0,15,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292974 93683)
EX1 1DB,10,N,31,31,30,1,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292018 92378)
EX1 1GF,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292392 92787)
EX1 1LT,10,N,3,3,0,3,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292164 92708)
EX1 1SW,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292729 92646)
EX1 2YH,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4AU,10,N,24,23,23,1,0,19,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292310 92013)
EX2 4HB,10,N,27,27,26,1,0,18,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292391 92070)
EX2 4HL,10,N,51,51,50,1,0,25,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292520 92251)
EX2 4NB,10,N,6,6,6,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292569 92093)
EX2 4TF,10,N,6,6,6,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292875 92393)
EX2 6YX,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 3HH,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (291862 92674)
EX4 3RD,10,N,50,50,50,0,0,11,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291716 92969)
EX4 4AH,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291426 93429)
EX4 4AU,10,N,5,5,5,0,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291241 93476)
EX4 4DL,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 4EQ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,L,POINT (292268 93017)
EX4 4FE,10,N,7,7,7,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291213 93094)
EX4 4FN,10,N,2,2,2,0,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291547 92798)
EX4 4NU,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (291255 93461)
EX4 4NW,10,N,15,15,15,0,0,15,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292229 93428)
EX4 4PD,10,N,12,12,11,1,0,12,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (291501 93889)
EX4 4PW,10,N,3,3,3,0,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292372 93714)
EX4 4QQ,10,N,2,2,0,2,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (291678 93768)
EX4 6DA,10,N,35,35,33,2,0,23,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292543 93549)
EX4 6DF,10,N,8,8,7,1,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292476 93638)
EX4 6DG,10,N,20,20,20,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292483 93693)
EX4 6JA,10,N,31,31,31,0,0,31,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292594 93689)
