POSTCODE,POSITIONAL_QUALITY_INDICATOR,PO_BOX_INDICATOR,TOTAL_NUMBER_OF_DELIVERY_POINTS,DELIVERY_POINTS_CPLC,DOMESTIC_DELIVERY_POINTS,NON_DOMESTIC_DELIVERY_POINTS,PO_BOX_DELIVERY_POINTS,MATCHED_ADDRESS_PREMISES,UNMATCHED_DELIVERY_POINTS,COUNTRY_CODE,NHS_REGIONAL_HA_CODE,NHS_HA_CODE,ADMIN_COUNTY_CODE,ADMIN_DISTRICT_CODE,ADMIN_WARD_CODE,POSTCODE_TYPE,WKT
EX4 6PA,10,N,10,10,10,0,0,7,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292511 93063)
EX4 6QW,10,N,34,34,33,1,0,31,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292524 93313)
EX4 6RY,10,N,40,40,24,16,0,18,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292666 93148)
EX1 1DS,10,N,35,35,35,0,0,15,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291948 92309)
EX1 1QE,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292389 92684)
EX1 1SR,10,N,10,10,6,4,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292777 92633)
EX1 2EN,10,N,29,29,29,0,0,17,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292944 92915)
EX1 9AR,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4ED,10,N,6,6,6,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291831 92077)
EX2 4TQ,10,N,3,3,3,0,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292916 92305)
EX2 5YS,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 6XS,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 9ZR,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 1BB,10,N,39,39,39,0,0,39,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291244 92096)
EX4 1EN,10,N,27,26,26,1,0,26,1,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291036 92226)
EX4 3PQ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292068 92840)
EX4 4AX,10,N,1,1,1,0,0,0,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291253 93495)
EX4 4HU,10,N,11,11,11,0,0,11,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291553 93055)
EX4 4LB,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (291536 93357)
EX4 6PN,10,N,31,31,31,0,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292521 93114)
EX4 6RE,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292410 92909)
EX4 6SW,10,N,3,3,2,1,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292901 93314)
EX1 1BB,10,N,23,23,18,5,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291786 92251)
EX1 1EY,10,N,3,3,0,3,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292063 92666)
EX1 1PL,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292285 92541)
EX1 1TQ,10,N,34,34,34,0,0,34,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292946 92448)
EX1 2BD,10,N,7,7,7,0,0,7,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292786 93018)
EX1 2HG,10,N,17,17,17,0,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292933 93083)
EX1 9FH,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9NT,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9PD,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4SU,10,N,12,12,12,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292566 92385)
EX2 8ZJ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 1EB,10,N,10,10,9,1,0,9,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291217 92226)
EX4 3AJ,10,N,25,25,19,6,0,11,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291662 92349)
EX4 4DP,10,N,36,36,36,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291441 93117)
EX4 4FB,10,N,21,21,21,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291366 93515)
EX4 4LY,10,N,46,46,45,1,0,45,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292058 93382)
EX4 4PL,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (292364 93805)
EX4 6AS,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292326 93134)
EX4 6JG,10,N,25,25,22,3,0,22,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292741 93595)
EX4 6LB,10,N,11,11,11,0,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292780 93309)
EX4 6QA,10,N,5,5,5,0,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292687 93540)
EX4 6RH,10,N,12,11,3,9,0,10,1,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292455 92948)
EX1 1BN,10,N,16,16,8,8,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291822 92357)
EX1 1BX,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 1EQ,10,N,13,13,4,9,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291980 92438)
EX1 1GD,10,N,11,11,11,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292238 92627)
EX1 1JG,10,N,21,20,2,19,0,10,1,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292269 92488)
EX1 1QQ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292392 92653)
EX1 2BU,10,N,37,37,37,0,0,37,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292797 92969)
EX1 2EY,10,N,9,9,9,0,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292852 92948)
EX1 9SR,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292446 92788)
EX2 4DE,10,N,16,16,16,0,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292044 92155)
EX2 4LA,10,N,39,39,39,0,0,31,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292798 92262)
EX2 4LR,10,N,12,12,11,1,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292766 92141)
EX2 5WU,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 1BL,10,N,18,18,18,0,0,18,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291126 92044)
EX4 1EF,10,N,20,20,20,0,0,19,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291100 92380)
EX4 3RP,10,N,18,18,1,17,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291991 92776)
EX4 4FX,10,N,15,15,15,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291498 92753)
EX4 4SP,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291706 93023)
EX4 6JD,10,N,7,7,7,0,0,7,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292673 93548)
EX4 6JF,10,N,13,13,13,0,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292726 93555)
EX4 6LJ,10,N,8,8,8,0,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292959 93542)
EX4 6NJ,10,N,8,8,8,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (293023 93849)
EX4 6PD,10,N,55,53,47,8,0,17,2,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292474 93101)
EX4 6QN,10,N,5,5,5,0,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292580 93343)
EX1 1GR,10,N,11,11,11,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292392 92787)
EX1 1HD,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292070 92657)
EX1 1SH,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292672 92419)
EX1 2LD,10,N,13,13,8,5,0,9,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292731 92802)
EX1 2LG,10,N,22,22,19,3,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292776 92784)
EX2 4EN,10,N,5,5,2,3,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292580 92243)
EX2 4HR,10,N,25,23,25,0,0,20,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292438 92364)
EX2 5ZW,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 7ZN,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 1DF,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,L,POINT (291375 92022)
EX4 3BN,10,N,25,25,25,0,0,17,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291674 92451)
EX4 4BR,10,N,2,2,2,0,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291461 92554)
EX4 4EA,10,N,5,5,5,0,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291437 92761)
EX4 4SF,10,N,6,6,6,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292407 93671)
EX4 6AN,10,N,12,12,11,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292773 93297)
EX4 6EW,10,N,43,43,43,0,0,32,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003498,S,POINT (293022 93968)
EX1 1BH,10,N,11,11,8,3,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291845 92334)
EX1 1GP,10,N,36,36,36,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292258 92728)
EX1 1RX,10,N,18,18,17,1,0,16,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292569 92598)
EX1 1SX,10,N,9,9,7,2,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292855 92670)
EX1 1SY,10,N,11,11,10,1,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292845 92551)
EX1 2DE,10,N,10,10,9,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292765 93182)
EX1 2NR,10,N,6,6,6,0,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292831 92847)
EX1 9GW,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9SH,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292446 92788)
EX1 9SQ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292446 92788)
EX2 4EB,10,N,38,38,38,0,0,12,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291815 92086)
EX2 4EQ,10,N,20,20,20,0,0,19,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292698 92281)
EX2 4HN,10,N,18,18,18,0,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292436 92330)
EX2 5WN,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 7NB,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 7ZS,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 3BQ,10,N,24,24,24,0,0,10,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291726 92524)
EX4 3HW,10,N,13,13,9,4,0,12,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291954 92735)
EX4 3QL,10,N,10,10,10,0,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292214 92932)
EX4 3YF,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 4BQ,10,N,18,18,18,0,0,18,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291290 93258)
EX4 4GB,10,N,2,1,2,0,0,1,1,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291265 93488)
EX4 4JN,10,N,80,80,79,1,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291825 93074)
EX4 6JS,10,N,8,8,8,0,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003498,S,POINT (292945 93969)
EX4 6QS,10,N,4,4,4,0,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292577 93238)
EX4 6RT,10,N,33,33,22,11,0,18,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292563 93051)
EX1 1EZ,10,N,19,19,6,13,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292155 92614)
EX1 2AR,10,N,16,16,16,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292525 92975)
EX1 2BJ,10,N,7,7,6,1,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292970 93037)
EX1 2DA,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292687 92863)
EX1 2ZS,10,N,79,79,79,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292757 93066)
EX1 9GA,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9JY,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9PX,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4AE,10,N,10,10,7,3,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291950 92083)
EX2 4HA,10,N,6,6,4,2,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292399 92320)
EX2 4JG,10,N,14,14,14,0,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292303 92176)
EX2 4LE,10,N,6,6,6,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292662 92188)
EX4 3EF,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291976 92680)
EX4 3YP,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 4EY,10,N,9,9,8,1,0,9,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292301 93096)
EX4 4LG,10,N,13,13,10,3,0,12,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (291684 93305)
EX4 4NN,10,N,12,12,12,0,0,12,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292266 93448)
EX4 6PB,10,N,14,14,12,2,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292567 93120)
EX4 6SP,10,N,24,24,24,0,0,16,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292919 93331)
EX4 6SR,10,N,8,8,8,0,0,7,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292946 93358)
EX1 1AT,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291778 92355)
EX1 1DF,10,N,9,9,6,3,0,7,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291828 92287)
EX1 1GB,10,N,6,6,0,6,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292321 92827)
EX1 1RR,10,N,2,2,0,2,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292531 92590)
EX1 1XP,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 2AZ,10,N,2,2,0,2,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292662 93023)
EX1 2BG,10,N,22,22,22,0,0,11,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292815 93114)
EX1 9JB,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9SJ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292446 92788)
EX2 4ES,10,N,13,13,13,0,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292564 92131)
EX2 5YT,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 3DH,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292054 92673)
EX4 3EL,10,N,12,12,12,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291848 92842)
EX4 3JR,10,N,10,10,9,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292041 92784)
EX4 3RE,10,N,4,4,4,0,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291604 92817)
EX4 3SF,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (291732 93054)
EX4 4FL,10,N,12,12,12,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291554 92822)
EX4 4HX,10,N,8,8,8,0,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291584 93034)
EX4 4QR,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,L,POINT (291595 93985)
EX4 4UX,10,N,28,28,28,0,0,23,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292105 93543)
EX4 6JE,10,N,17,17,17,0,0,16,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292713 93567)
EX4 6JW,10,N,7,7,7,0,0,7,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003498,S,POINT (292627 94001)
EX1 1HU,10,N,2,2,1,1,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292041 92487)
EX1 1SB,10,N,37,37,35,2,0,37,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292614 92676)
EX1 1WF,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292318 92687)
EX1 2BS,10,N,12,12,12,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292840 92869)
EX1 2LQ,10,N,17,16,15,2,0,15,1,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292796 92735)
EX1 9PP,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9RX,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9UW,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4DG,10,N,33,32,26,7,0,11,1,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292174 92062)
EX2 4DX,10,N,18,18,18,0,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291712 92094)
EX2 4ER,10,N,30,30,30,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292564 92168)
EX2 4HU,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292384 92353)
EX2 4LP,10,N,6,6,6,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292790 92111)
EX2 5WQ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 7HS,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 1GA,10,N,6,6,6,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291349 92054)
EX4 3ZX,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 4JS,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (291518 93196)
EX4 4QG,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,L,POINT (291662 93748)
EX4 6AU,10,N,29,29,29,0,0,15,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292363 93251)
EX4 6AY,10,N,25,25,25,0,0,17,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292421 93212)
EX4 6JQ,10,N,72,71,70,2,0,71,1,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292659 93707)
EX4 6LL,10,N,41,41,41,0,0,38,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (293000 93484)
EX4 9YT,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 1AJ,10,N,4,4,1,3,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292163 92609)
EX1 1HF,10,N,3,3,2,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291979 92600)
EX1 1UN,10,N,16,16,16,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292386 92469)
EX1 1ZW,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9DG,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9NW,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9QS,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 9ZL,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 1BN,10,N,30,30,30,0,0,29,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291053 92060)
EX4 4BT,10,N,13,13,13,0,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291188 93171)
EX4 4PE,10,N,19,19,19,0,0,19,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (291437 93710)
EX4 4RH,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,L,POINT (291819 93967)
EX4 4SE,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292283 93708)
EX4 6AW,10,N,20,20,17,3,0,17,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292321 93122)
EX4 6QH,10,N,10,10,10,0,0,9,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292589 93397)
